Category1,Category2,Pathway,KOID
Metabolism,Carbohydrate Metabolism,Inositol Phosphate Metabolism,K00922
Metabolism,Carbohydrate Metabolism,Inositol Phosphate Metabolism,K00923
Metabolism,Carbohydrate Metabolism,Pyruvate Metabolism,K00925
Metabolism,Carbohydrate Metabolism,Propanoate Metabolism,K00925
Metabolism,Energy Metabolism,Carbon Fixation Pathways in Prokaryotes,K00925
Metabolism,Energy Metabolism,Methane Metabolism,K00925
Metabolism,Metabolism of Other Amino Acids,Taurine and Hypotaurine Metabolism,K00925
Metabolism,Energy Metabolism,Nitrogen Metabolism,K00926
Metabolism,Nucleotide Metabolism,Purine Metabolism,K00926
Metabolism,Amino Acid Metabolism,Arginine Biosynthesis,K00926
Metabolism,Carbohydrate Metabolism,Glycolysis / Gluconeogenesis,K00927
Metabolism,Amino Acid Metabolism,"Glycine, Serine and Threonine Metabolism",K00928
Metabolism,Amino Acid Metabolism,Cysteine and Methionine Metabolism,K00928
Metabolism,Amino Acid Metabolism,Lysine Biosynthesis,K00928
Metabolism,Biosynthesis of Other Secondary Metabolites,Monobactam Biosynthesis,K00928
Metabolism,Carbohydrate Metabolism,Butanoate Metabolism,K00929
Metabolism,Amino Acid Metabolism,Arginine Biosynthesis,K00930
Metabolism,Amino Acid Metabolism,Arginine and Proline Metabolism,K00931
Metabolism,Biosynthesis of Other Secondary Metabolites,Carbapenem Biosynthesis,K00931
Metabolism,Carbohydrate Metabolism,Propanoate Metabolism,K00932
Metabolism,Amino Acid Metabolism,Arginine and Proline Metabolism,K00933
Metabolism,Amino Acid Metabolism,Arginine and Proline Metabolism,K00934
Metabolism,Energy Metabolism,Oxidative Phosphorylation,K00937
Metabolism,Metabolism of Terpenoids and Polyketides,Terpenoid Backbone Biosynthesis,K00938
Metabolism,Nucleotide Metabolism,Purine Metabolism,K00939
Metabolism,Metabolism of Cofactors and Vitamins,Thiamine Metabolism,K00939
Metabolism,Nucleotide Metabolism,Purine Metabolism,K00940
Metabolism,Nucleotide Metabolism,Pyrimidine Metabolism,K00940
Metabolism,Metabolism of Cofactors and Vitamins,Thiamine Metabolism,K00941
Metabolism,Nucleotide Metabolism,Purine Metabolism,K00942
Metabolism,Nucleotide Metabolism,Pyrimidine Metabolism,K00943
Metabolism,Nucleotide Metabolism,Purine Metabolism,K00944
Metabolism,Nucleotide Metabolism,Pyrimidine Metabolism,K00945
Metabolism,Metabolism of Cofactors and Vitamins,Thiamine Metabolism,K00946
Metabolism,Carbohydrate Metabolism,Pentose Phosphate Pathway,K00948
Metabolism,Nucleotide Metabolism,Purine Metabolism,K00948
Metabolism,Metabolism of Cofactors and Vitamins,Thiamine Metabolism,K00949
Metabolism,Metabolism of Cofactors and Vitamins,Folate Biosynthesis,K00950
Metabolism,Nucleotide Metabolism,Purine Metabolism,K00951
Metabolism,Metabolism of Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,K00952
Metabolism,Metabolism of Cofactors and Vitamins,Riboflavin Metabolism,K00953
Metabolism,Metabolism of Cofactors and Vitamins,Pantothenate and CoA Biosynthesis,K00954
Metabolism,Energy Metabolism,Sulfur Metabolism,K00955
Metabolism,Nucleotide Metabolism,Purine Metabolism,K00955
Metabolism,Metabolism of Other Amino Acids,Selenocompound Metabolism,K00955
Metabolism,Biosynthesis of Other Secondary Metabolites,Monobactam Biosynthesis,K00955
Metabolism,Energy Metabolism,Sulfur Metabolism,K00956
Metabolism,Nucleotide Metabolism,Purine Metabolism,K00956
Metabolism,Metabolism of Other Amino Acids,Selenocompound Metabolism,K00956
Metabolism,Biosynthesis of Other Secondary Metabolites,Monobactam Biosynthesis,K00956
Metabolism,Energy Metabolism,Sulfur Metabolism,K00957
Metabolism,Nucleotide Metabolism,Purine Metabolism,K00957
Metabolism,Metabolism of Other Amino Acids,Selenocompound Metabolism,K00957
Metabolism,Biosynthesis of Other Secondary Metabolites,Monobactam Biosynthesis,K00957
Metabolism,Energy Metabolism,Sulfur Metabolism,K00958
Metabolism,Nucleotide Metabolism,Purine Metabolism,K00958
Metabolism,Metabolism of Other Amino Acids,Selenocompound Metabolism,K00958
Metabolism,Biosynthesis of Other Secondary Metabolites,Monobactam Biosynthesis,K00958
Metabolism,Carbohydrate Metabolism,Pentose and Glucuronate Interconversions,K00963
Metabolism,Carbohydrate Metabolism,Galactose Metabolism,K00963
Metabolism,Carbohydrate Metabolism,Starch and Sucrose Metabolism,K00963
Metabolism,Carbohydrate Metabolism,Amino Sugar and Nucleotide Sugar Metabolism,K00963
Metabolism,Glycan Biosynthesis and Metabolism,O-Antigen Nucleotide Sugar Biosynthesis,K00963
Metabolism,Carbohydrate Metabolism,Galactose Metabolism,K00965
Metabolism,Carbohydrate Metabolism,Amino Sugar and Nucleotide Sugar Metabolism,K00965
Metabolism,Carbohydrate Metabolism,Fructose and Mannose Metabolism,K00966
Metabolism,Carbohydrate Metabolism,Amino Sugar and Nucleotide Sugar Metabolism,K00966
Metabolism,Lipid Metabolism,Glycerophospholipid Metabolism,K00967
Metabolism,Metabolism of Other Amino Acids,Phosphonate and Phosphinate Metabolism,K00967
Metabolism,Lipid Metabolism,Glycerophospholipid Metabolism,K00968
Metabolism,Metabolism of Other Amino Acids,Phosphonate and Phosphinate Metabolism,K00968
Metabolism,Metabolism of Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,K00969
Metabolism,Carbohydrate Metabolism,Fructose and Mannose Metabolism,K00971
Metabolism,Carbohydrate Metabolism,Amino Sugar and Nucleotide Sugar Metabolism,K00971
Metabolism,Glycan Biosynthesis and Metabolism,O-Antigen Nucleotide Sugar Biosynthesis,K00971
Metabolism,Carbohydrate Metabolism,Amino Sugar and Nucleotide Sugar Metabolism,K00972
Metabolism,Glycan Biosynthesis and Metabolism,O-Antigen Nucleotide Sugar Biosynthesis,K00973
Metabolism,Metabolism of Terpenoids and Polyketides,Polyketide Sugar Unit Biosynthesis,K00973
Metabolism,Biosynthesis of Other Secondary Metabolites,Streptomycin Biosynthesis,K00973
Metabolism,Biosynthesis of Other Secondary Metabolites,Acarbose and Validamycin Biosynthesis,K00973
Metabolism,Carbohydrate Metabolism,Starch and Sucrose Metabolism,K00975
Metabolism,Carbohydrate Metabolism,Amino Sugar and Nucleotide Sugar Metabolism,K00975
Metabolism,Carbohydrate Metabolism,Fructose and Mannose Metabolism,K00976
Metabolism,Carbohydrate Metabolism,Amino Sugar and Nucleotide Sugar Metabolism,K00976
Metabolism,Carbohydrate Metabolism,Starch and Sucrose Metabolism,K00978
Metabolism,Carbohydrate Metabolism,Amino Sugar and Nucleotide Sugar Metabolism,K00978
Metabolism,Glycan Biosynthesis and Metabolism,O-Antigen Nucleotide Sugar Biosynthesis,K00978
Metabolism,Glycan Biosynthesis and Metabolism,Lipopolysaccharide Biosynthesis,K00979
Metabolism,Lipid Metabolism,Glycerophospholipid Metabolism,K00980
Metabolism,Lipid Metabolism,Glycerophospholipid Metabolism,K00981
Metabolism,Carbohydrate Metabolism,Amino Sugar and Nucleotide Sugar Metabolism,K00983
Metabolism,Glycan Biosynthesis and Metabolism,O-Antigen Nucleotide Sugar Biosynthesis,K00983
Metabolism,Energy Metabolism,Sulfur Metabolism,K00988
Metabolism,Nucleotide Metabolism,Purine Metabolism,K00988
Metabolism,Metabolism of Terpenoids and Polyketides,Terpenoid Backbone Biosynthesis,K00991
Metabolism,Carbohydrate Metabolism,Amino Sugar and Nucleotide Sugar Metabolism,K00992
Metabolism,Lipid Metabolism,Glycerophospholipid Metabolism,K00993
Metabolism,Lipid Metabolism,Ether Lipid Metabolism,K00993
Metabolism,Metabolism of Other Amino Acids,Phosphonate and Phosphinate Metabolism,K00993
Metabolism,Lipid Metabolism,Glycerophospholipid Metabolism,K00994
Metabolism,Lipid Metabolism,Ether Lipid Metabolism,K00994
Metabolism,Metabolism of Other Amino Acids,Phosphonate and Phosphinate Metabolism,K00994
Metabolism,Lipid Metabolism,Glycerophospholipid Metabolism,K00995
Metabolism,Metabolism of Cofactors and Vitamins,Pantothenate and CoA Biosynthesis,K00997
Metabolism,Lipid Metabolism,Glycerophospholipid Metabolism,K00998
Metabolism,Amino Acid Metabolism,"Glycine, Serine and Threonine Metabolism",K00998
Metabolism,Carbohydrate Metabolism,Inositol Phosphate Metabolism,K00999
Metabolism,Lipid Metabolism,Glycerophospholipid Metabolism,K00999
Metabolism,Glycan Biosynthesis and Metabolism,Peptidoglycan Biosynthesis,K01000
Metabolism,Glycan Biosynthesis and Metabolism,N-Glycan Biosynthesis,K01001
Metabolism,Carbohydrate Metabolism,Pyruvate Metabolism,K01003
Metabolism,Lipid Metabolism,Glycerophospholipid Metabolism,K01004
Metabolism,Carbohydrate Metabolism,Glycolysis / Gluconeogenesis,K01006
Metabolism,Carbohydrate Metabolism,Pyruvate Metabolism,K01006
Metabolism,Energy Metabolism,Carbon Fixation Pathways in Prokaryotes,K01006
Metabolism,Carbohydrate Metabolism,Glycolysis / Gluconeogenesis,K01007
Metabolism,Carbohydrate Metabolism,Pyruvate Metabolism,K01007
Metabolism,Energy Metabolism,Carbon Fixation Pathways in Prokaryotes,K01007
Metabolism,Energy Metabolism,Methane Metabolism,K01007
Metabolism,Metabolism of Other Amino Acids,Selenocompound Metabolism,K01008
Metabolism,Energy Metabolism,Sulfur Metabolism,K01011
Metabolism,Amino Acid Metabolism,Cysteine and Methionine Metabolism,K01011
Metabolism,Metabolism of Cofactors and Vitamins,Biotin Metabolism,K01012
Metabolism,Lipid Metabolism,Steroid Hormone Biosynthesis,K01015
Metabolism,Lipid Metabolism,Steroid Hormone Biosynthesis,K01016
Metabolism,Lipid Metabolism,Ether Lipid Metabolism,K01019
Metabolism,Lipid Metabolism,Sphingolipid Metabolism,K01019
Metabolism,Carbohydrate Metabolism,Pyruvate Metabolism,K01026
Metabolism,Carbohydrate Metabolism,Propanoate Metabolism,K01026
Metabolism,Xenobiotics Biodegradation and Metabolism,Styrene Degradation,K01026
Metabolism,Carbohydrate Metabolism,Butanoate Metabolism,K01027
Metabolism,Lipid Metabolism,Synthesis and Degradation of Ketone Bodies,K01027
Metabolism,Amino Acid Metabolism,"Valine, Leucine and Isoleucine Degradation",K01027
Metabolism,Carbohydrate Metabolism,Butanoate Metabolism,K01028
Metabolism,Lipid Metabolism,Synthesis and Degradation of Ketone Bodies,K01028
Metabolism,Amino Acid Metabolism,"Valine, Leucine and Isoleucine Degradation",K01028
Metabolism,Carbohydrate Metabolism,Butanoate Metabolism,K01029
Metabolism,Lipid Metabolism,Synthesis and Degradation of Ketone Bodies,K01029
Metabolism,Amino Acid Metabolism,"Valine, Leucine and Isoleucine Degradation",K01029
Metabolism,Xenobiotics Biodegradation and Metabolism,Benzoate Degradation,K01031
Metabolism,Xenobiotics Biodegradation and Metabolism,Benzoate Degradation,K01032
Metabolism,Carbohydrate Metabolism,Propanoate Metabolism,K01034
Metabolism,Carbohydrate Metabolism,Butanoate Metabolism,K01034
Metabolism,Amino Acid Metabolism,Lysine Degradation,K01034
Metabolism,Xenobiotics Biodegradation and Metabolism,Aminobenzoate Degradation,K01034
Metabolism,Carbohydrate Metabolism,Propanoate Metabolism,K01035
Metabolism,Carbohydrate Metabolism,Butanoate Metabolism,K01035
Metabolism,Amino Acid Metabolism,Lysine Degradation,K01035
Metabolism,Xenobiotics Biodegradation and Metabolism,Aminobenzoate Degradation,K01035
Metabolism,Carbohydrate Metabolism,Butanoate Metabolism,K01039
Metabolism,Xenobiotics Biodegradation and Metabolism,Styrene Degradation,K01039
Metabolism,Carbohydrate Metabolism,Butanoate Metabolism,K01040
Metabolism,Xenobiotics Biodegradation and Metabolism,Styrene Degradation,K01040
Metabolism,Metabolism of Other Amino Acids,Selenocompound Metabolism,K01042
Metabolism,Lipid Metabolism,Glycerolipid Metabolism,K01046
Metabolism,Lipid Metabolism,Glycerophospholipid Metabolism,K01047
Metabolism,Lipid Metabolism,Ether Lipid Metabolism,K01047
Metabolism,Lipid Metabolism,Arachidonic Acid Metabolism,K01047
Metabolism,Lipid Metabolism,Linoleic Acid Metabolism,K01047
Metabolism,Lipid Metabolism,Alpha-Linoleic Acid Metabolism,K01047
Metabolism,Lipid Metabolism,Glycerophospholipid Metabolism,K01048
Metabolism,Lipid Metabolism,Glycerophospholipid Metabolism,K01049
Metabolism,Carbohydrate Metabolism,Pentose and Glucuronate Interconversions,K01051
Metabolism,Lipid Metabolism,Steroid Biosynthesis,K01052
Metabolism,Carbohydrate Metabolism,Pentose Phosphate Pathway,K01053
Metabolism,Carbohydrate Metabolism,Ascorbate and Aldarate Metabolism,K01053
Metabolism,Xenobiotics Biodegradation and Metabolism,Caprolactam Degradation,K01053
Metabolism,Lipid Metabolism,Glycerolipid Metabolism,K01054
Metabolism,Xenobiotics Biodegradation and Metabolism,Benzoate Degradation,K01055
Metabolism,Carbohydrate Metabolism,Pentose Phosphate Pathway,K01057
Metabolism,Lipid Metabolism,Glycerophospholipid Metabolism,K01058
Metabolism,Lipid Metabolism,Ether Lipid Metabolism,K01058
Metabolism,Lipid Metabolism,Arachidonic Acid Metabolism,K01058
Metabolism,Lipid Metabolism,Linoleic Acid Metabolism,K01058
Metabolism,Lipid Metabolism,Alpha-Linoleic Acid Metabolism,K01058
Metabolism,Lipid Metabolism,Glycerolipid Metabolism,K01059
Metabolism,Biosynthesis of Other Secondary Metabolites,Penicillin and Cephalosporin Biosynthesis,K01060
Metabolism,Xenobiotics Biodegradation and Metabolism,Fluorobenzoate Degradation,K01061
Metabolism,Xenobiotics Biodegradation and Metabolism,Chlorocyclohexane and Chlorobenzene Degradation,K01061
Metabolism,Xenobiotics Biodegradation and Metabolism,Toluene Degradation,K01061
Metabolism,Lipid Metabolism,Ether Lipid Metabolism,K01062
Metabolism,Carbohydrate Metabolism,Pyruvate Metabolism,K01067
Metabolism,Lipid Metabolism,Fatty Acid Elongation,K01068
Metabolism,Lipid Metabolism,Biosynthesis of Unsaturated Fatty Acids,K01068
Metabolism,Carbohydrate Metabolism,Pyruvate Metabolism,K01069
Metabolism,Energy Metabolism,Methane Metabolism,K01070
Metabolism,Lipid Metabolism,Fatty Acid Biosynthesis,K01071
Metabolism,Lipid Metabolism,Fatty Acid Elongation,K01074
Metabolism,Metabolism of Cofactors and Vitamins,Ubiquinone and Other Terpenoid-quinone Biosynthesis,K01075
Metabolism,Xenobiotics Biodegradation and Metabolism,Benzoate Degradation,K01075
Metabolism,Metabolism of Cofactors and Vitamins,Thiamine Metabolism,K01077
Metabolism,Metabolism of Cofactors and Vitamins,Folate Biosynthesis,K01077
Metabolism,Metabolism of Cofactors and Vitamins,Thiamine Metabolism,K01078
Metabolism,Metabolism of Cofactors and Vitamins,Riboflavin Metabolism,K01078
Metabolism,Energy Metabolism,Methane Metabolism,K01079
Metabolism,Amino Acid Metabolism,"Glycine, Serine and Threonine Metabolism",K01079
Metabolism,Lipid Metabolism,Glycerolipid Metabolism,K01080
Metabolism,Lipid Metabolism,Glycerophospholipid Metabolism,K01080
Metabolism,Lipid Metabolism,Ether Lipid Metabolism,K01080
Metabolism,Lipid Metabolism,Sphingolipid Metabolism,K01080
Metabolism,Nucleotide Metabolism,Purine Metabolism,K01081
Metabolism,Nucleotide Metabolism,Pyrimidine Metabolism,K01081
Metabolism,Metabolism of Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,K01081
Metabolism,Energy Metabolism,Sulfur Metabolism,K01082
Metabolism,Carbohydrate Metabolism,Inositol Phosphate Metabolism,K01083
Metabolism,Carbohydrate Metabolism,Glycolysis / Gluconeogenesis,K01084
Metabolism,Carbohydrate Metabolism,Galactose Metabolism,K01084
Metabolism,Carbohydrate Metabolism,Starch and Sucrose Metabolism,K01084
Metabolism,Carbohydrate Metabolism,Glycolysis / Gluconeogenesis,K01085
Metabolism,Carbohydrate Metabolism,Glycolysis / Gluconeogenesis,K01086
Metabolism,Carbohydrate Metabolism,Pentose Phosphate Pathway,K01086
Metabolism,Carbohydrate Metabolism,Fructose and Mannose Metabolism,K01086
Metabolism,Energy Metabolism,Methane Metabolism,K01086
Metabolism,Carbohydrate Metabolism,Starch and Sucrose Metabolism,K01087
Metabolism,Amino Acid Metabolism,Histidine Metabolism,K01089
Metabolism,Carbohydrate Metabolism,Glyoxylate and Dicarboxylate Metabolism,K01091
Metabolism,Carbohydrate Metabolism,Inositol Phosphate Metabolism,K01092
Metabolism,Biosynthesis of Other Secondary Metabolites,Streptomycin Biosynthesis,K01092
Metabolism,Carbohydrate Metabolism,Inositol Phosphate Metabolism,K01093
Metabolism,Metabolism of Cofactors and Vitamins,Riboflavin Metabolism,K01093
Metabolism,Lipid Metabolism,Glycerophospholipid Metabolism,K01094
Metabolism,Lipid Metabolism,Glycerophospholipid Metabolism,K01095
Metabolism,Lipid Metabolism,Glycerophospholipid Metabolism,K01096
Metabolism,Carbohydrate Metabolism,Amino Sugar and Nucleotide Sugar Metabolism,K01097
Metabolism,Carbohydrate Metabolism,Inositol Phosphate Metabolism,K01099
Metabolism,Xenobiotics Biodegradation and Metabolism,Aminobenzoate Degradation,K01101
Metabolism,Carbohydrate Metabolism,Fructose and Mannose Metabolism,K01103
Metabolism,Carbohydrate Metabolism,Inositol Phosphate Metabolism,K01106
Metabolism,Carbohydrate Metabolism,Inositol Phosphate Metabolism,K01107
Metabolism,Carbohydrate Metabolism,Inositol Phosphate Metabolism,K01108
Metabolism,Carbohydrate Metabolism,Inositol Phosphate Metabolism,K01109
Metabolism,Carbohydrate Metabolism,Inositol Phosphate Metabolism,K01110
Metabolism,Metabolism of Cofactors and Vitamins,Folate Biosynthesis,K01113
Metabolism,Carbohydrate Metabolism,Inositol Phosphate Metabolism,K01114
Metabolism,Lipid Metabolism,Glycerophospholipid Metabolism,K01114
Metabolism,Lipid Metabolism,Ether Lipid Metabolism,K01114
Metabolism,Lipid Metabolism,Glycerophospholipid Metabolism,K01115
Metabolism,Lipid Metabolism,Ether Lipid Metabolism,K01115
Metabolism,Carbohydrate Metabolism,Inositol Phosphate Metabolism,K01116
Metabolism,Lipid Metabolism,Sphingolipid Metabolism,K01117
Metabolism,Nucleotide Metabolism,Purine Metabolism,K01119
Metabolism,Nucleotide Metabolism,Pyrimidine Metabolism,K01119
Metabolism,Nucleotide Metabolism,Purine Metabolism,K01120
Metabolism,Lipid Metabolism,Ether Lipid Metabolism,K01122
Metabolism,Lipid Metabolism,Sphingolipid Metabolism,K01123
Metabolism,Lipid Metabolism,Glycerophospholipid Metabolism,K01126
Metabolism,Glycan Biosynthesis and Metabolism,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,K01127
Metabolism,Nucleotide Metabolism,Purine Metabolism,K01129
Metabolism,Lipid Metabolism,Sphingolipid Metabolism,K01130
Metabolism,Lipid Metabolism,Steroid Hormone Biosynthesis,K01131
Metabolism,Glycan Biosynthesis and Metabolism,Glycosaminoglycan Degradation,K01132
Metabolism,Lipid Metabolism,Sphingolipid Metabolism,K01134
Metabolism,Glycan Biosynthesis and Metabolism,Glycosaminoglycan Degradation,K01135
Metabolism,Glycan Biosynthesis and Metabolism,Glycosaminoglycan Degradation,K01136
Metabolism,Glycan Biosynthesis and Metabolism,Glycosaminoglycan Degradation,K01137
Metabolism,Nucleotide Metabolism,Purine Metabolism,K01139
Metabolism,Carbohydrate Metabolism,Starch and Sucrose Metabolism,K01176
Metabolism,Carbohydrate Metabolism,Starch and Sucrose Metabolism,K01177
Metabolism,Carbohydrate Metabolism,Starch and Sucrose Metabolism,K01178
Metabolism,Carbohydrate Metabolism,Starch and Sucrose Metabolism,K01179
Metabolism,Carbohydrate Metabolism,Galactose Metabolism,K01182
Metabolism,Carbohydrate Metabolism,Starch and Sucrose Metabolism,K01182
